X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
F,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,L,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,J,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A5,K,K,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A5,K,K,J,J,K,K,P,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
C,1,2,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,2,2,A5,L,L,J,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,2,1,A6,J,K,K,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A5,K,J,J,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
F,1,1,2,A6,J,J,K,K,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A6,K,K,K,K,K,K,P,P,P,Q,R,R,X,X,X,X,X,X,0
F,2,2,2,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,2,1,A6,K,K,K,K,K,K,O,O,P,P,P,P,W,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,2,1,1,A3,L,L,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A2,J,J,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,1,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,K,J,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,3,2,A2,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
E,1,3,2,A4,K,K,K,K,K,K,Q,Q,Q,R,R,O,X,X,X,X,V,X,0
C,1,1,2,A5,K,K,K,K,K,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A4,K,K,K,K,K,K,M,N,N,N,N,N,X,X,X,X,X,X,0
E,2,3,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,K,K,K,K,K,K,P,P,P,P,P,Q,X,X,X,X,X,X,0
F,2,3,1,A5,I,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,1,2,A6,K,K,K,K,K,K,M,M,N,N,N,N,W,W,W,W,X,W,0
E,2,2,1,A5,L,J,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,J,J,J,J,J,K,R,R,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A6,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A4,K,K,L,L,L,K,R,R,R,Q,R,R,X,X,W,X,X,X,0
F,2,1,1,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,4,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A5,K,K,K,L,L,L,Q,Q,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A4,J,J,J,I,J,J,R,R,Q,Q,Q,Q,X,X,X,X,X,X,1
F,1,2,1,A3,K,K,K,K,K,L,Q,R,R,R,R,Q,X,X,X,X,W,X,0
F,1,2,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,4,1,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A4,K,K,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A5,J,K,K,K,K,J,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A2,K,L,K,K,L,L,R,Q,R,R,R,R,W,X,X,X,W,X,0
F,1,1,2,A6,L,L,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A4,K,K,K,K,L,L,P,P,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,J,J,J,R,R,R,R,Q,Q,X,X,X,X,X,X,0
F,1,2,1,A3,K,L,L,K,K,K,P,P,P,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,Q,X,X,X,X,W,X,0
E,2,1,1,A5,K,J,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,2,2,A4,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
E,1,1,2,A5,K,K,J,J,J,K,Q,Q,Q,Q,Q,R,X,X,X,X,X,X,1
E,2,1,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,1,3,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,3,A5,K,K,K,K,K,K,O,P,P,P,P,P,X,X,W,X,X,X,0
F,1,2,2,A6,L,L,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,1,2,A5,L,L,L,K,K,K,R,R,Q,R,R,R,X,W,X,X,X,X,0
E,1,1,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
F,2,1,2,A6,J,J,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,L,K,K,K,K,K,R,R,R,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A5,K,K,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A4,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A3,K,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,2,A6,J,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,3,2,A6,K,K,K,K,K,K,R,R,R,R,Q,Q,X,X,X,X,X,X,0
F,2,3,2,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,1,A4,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,2,1,A5,J,K,K,K,K,K,Q,Q,Q,Q,Q,P,X,X,X,X,X,X,1
E,1,1,2,A4,K,L,L,L,K,K,R,R,R,P,Q,Q,X,X,V,X,X,X,0
F,2,3,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,2,A5,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,1
C,2,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
C,1,1,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
B,1,2,2,A4,L,L,L,K,K,L,R,R,P,P,Q,Q,X,U,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,2,1,A5,K,J,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
B,1,2,1,A4,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,X,0
F,1,1,2,A3,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,3,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
B,2,2,2,A3,K,K,K,K,K,K,O,O,O,Q,Q,Q,X,X,X,X,X,X,0
B,1,1,1,A4,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,1,1,2,A4,K,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,2,1,A5,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,3,1,A1,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,J,K,K,K,R,Q,Q,Q,Q,Q,W,X,X,X,X,X,0
E,1,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,J,J,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
B,2,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,U,0
F,2,2,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,2,2,A5,L,L,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A4,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A6,J,J,J,J,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,L,L,L,R,Q,R,P,R,R,W,X,V,X,X,X,0
F,1,2,2,A6,J,J,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,1,A6,K,K,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,1,A5,K,K,K,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,P,Q,Q,Q,R,Q,X,X,X,X,X,X,0
E,2,3,1,A4,K,K,K,K,K,J,O,O,O,O,P,P,X,X,X,X,X,X,0
F,1,2,1,A5,K,J,J,J,J,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A5,K,K,K,K,K,K,R,R,R,R,Q,Q,X,X,X,X,X,X,0
F,2,3,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,4,1,A5,K,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,2,A5,K,K,K,K,K,K,O,O,O,O,P,P,X,X,X,X,X,X,0
F,2,3,2,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A5,L,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A6,K,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A6,I,J,J,L,L,L,Q,Q,R,R,R,R,X,X,X,X,X,X,0
B,2,1,2,A6,K,L,J,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A5,K,J,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,W,0
F,2,2,1,A6,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,J,J,J,K,K,J,R,R,R,R,Q,Q,X,X,X,X,X,X,1
E,1,2,1,A2,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,1,A5,K,J,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
C,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,2,1,A5,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A3,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A6,K,L,K,K,K,K,P,N,P,P,Q,Q,V,X,X,X,X,X,0
C,2,3,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
B,2,1,2,A6,L,L,L,K,K,K,R,R,Q,Q,Q,Q,X,W,X,X,X,X,0
E,2,2,2,A6,K,L,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A6,K,K,K,K,K,K,O,O,P,Q,R,Q,W,X,X,X,W,X,0
F,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A2,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,2,A5,K,K,L,L,K,K,O,O,R,Q,Q,Q,X,X,W,X,X,X,0
F,1,2,2,A3,K,K,K,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,3,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A6,H,H,I,J,J,J,N,N,N,N,N,N,X,X,X,X,X,X,1
F,1,1,2,A5,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,1,1,2,A6,K,K,K,K,K,K,N,O,O,O,O,O,X,X,X,X,X,X,0
C,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A2,J,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A3,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,1,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A5,K,K,K,K,K,J,O,P,P,P,P,P,X,X,X,X,X,X,0
F,1,1,2,A6,K,K,J,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,2,1,A4,L,L,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,L,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,3,2,A6,K,K,K,K,K,K,Q,Q,P,Q,Q,Q,X,W,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,2,A5,L,L,J,J,J,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,J,J,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A3,K,K,K,K,K,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,1,A4,K,K,K,K,K,K,Q,Q,Q,P,P,P,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A5,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,1,A2,K,J,J,J,J,J,O,O,O,O,O,O,X,X,X,X,X,X,1
F,1,2,2,A6,K,L,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A3,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
B,2,2,2,A4,K,K,K,K,K,K,P,Q,P,P,P,P,X,X,X,X,X,X,0
E,2,2,1,A4,L,L,L,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,3,2,A6,L,L,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,J,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
C,1,2,1,A3,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,1,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,1,1,2,A5,K,K,K,K,K,K,N,N,N,O,O,O,X,W,X,X,X,X,0
F,2,2,1,A5,K,K,K,K,K,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A3,L,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,J,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,P,Q,Q,R,Q,Q,X,X,X,X,X,X,0
F,1,3,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,1,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,1,2,1,A5,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A6,K,K,K,K,J,J,N,N,N,N,N,N,X,X,X,X,X,X,0
F,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A4,K,K,K,K,K,K,O,P,P,P,P,P,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,1
D,1,2,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,1,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,1,2,A5,K,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,1,1,A5,K,K,K,K,K,K,N,P,P,P,Q,Q,X,V,X,X,X,X,0
F,2,2,2,A5,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,1,A5,L,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A4,K,K,K,K,K,K,P,O,O,O,O,P,X,X,X,X,X,X,0
F,2,2,2,A6,K,J,J,J,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,1,1,2,A6,L,L,K,K,K,K,R,P,P,P,P,P,V,X,X,X,X,X,0
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,J,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A5,J,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
E,1,2,2,A1,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,2,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,2,A6,L,L,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,2,A6,J,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A2,K,K,K,K,K,K,M,M,M,M,M,M,X,X,X,X,X,X,0
F,2,2,3,A3,K,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,L,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A4,L,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
E,2,1,2,A6,K,L,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A5,K,L,J,L,I,J,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,J,J,L,J,J,J,Q,Q,Q,Q,Q,Q,X,W,X,X,X,X,0
F,1,3,1,A2,K,K,K,K,K,K,Q,Q,R,Q,Q,Q,X,X,X,X,X,X,0
D,2,2,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,2,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,2,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A6,K,K,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,1,A3,J,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A6,L,L,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,2,1,A3,K,K,K,K,K,L,P,P,P,Q,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
E,1,2,1,A4,K,L,L,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,1,A5,K,K,K,K,K,K,O,P,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,3,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A6,J,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,Q,X,X,X,X,W,X,0
D,2,2,1,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A5,K,K,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A4,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,O,P,O,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,P,O,O,P,P,P,X,X,X,X,X,X,0
F,1,3,2,A5,K,K,K,K,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,3,A3,K,L,L,K,K,K,R,R,R,R,R,R,X,W,X,X,X,X,1
D,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
